	0
12555	ENSG00000243854
12556	ENSG00000090621
12557	ENSG00000255347
12558	ENSG00000173011
12559	ENSG00000235843
12560	ENSG00000188001
12561	ENSG00000230513
12562	ENSG00000260317
12563	ENSG00000106628
12564	ENSG00000260086
12565	ENSG00000234788
12566	ENSG00000133678
12567	ENSG00000118298
12568	ENSG00000274270
12569	ENSG00000271153
12570	ENSG00000203739
12571	ENSG00000124835
12572	ENSG00000165197
12573	ENSG00000268621
12574	ENSG00000141012
12575	ENSG00000144331
12576	ENSG00000180537
12577	ENSG00000185614
12578	ENSG00000232810
12579	ENSG00000276291
12580	ENSG00000185585
12581	ENSG00000229261
12582	ENSG00000213927
12583	ENSG00000105771
12584	ENSG00000131508
12585	ENSG00000276100
12586	ENSG00000249965
12587	ENSG00000246273
12588	ENSG00000243150
12589	ENSG00000213754
12590	ENSG00000113211
12591	ENSG00000157890
12592	ENSG00000116132
12593	ENSG00000119457
12594	ENSG00000173915
12595	ENSG00000260460
12596	ENSG00000108582
12597	ENSG00000156928
12598	ENSG00000102055
12599	ENSG00000166428
12600	ENSG00000214070
12601	ENSG00000152822
12602	ENSG00000271857
12603	ENSG00000132326
12604	ENSG00000162522
12605	ENSG00000167601
12606	ENSG00000119812
12607	ENSG00000205002
12608	ENSG00000143850
12609	ENSG00000159399
12610	ENSG00000119661
12611	ENSG00000116095
12612	ENSG00000168152
12613	ENSG00000138756
12614	ENSG00000084207
12615	ENSG00000162714
12616	ENSG00000152467
12617	ENSG00000280244
12618	ENSG00000107140
12619	ENSG00000207405
12620	ENSG00000164188
12621	ENSG00000273384
12622	ENSG00000121753
12623	ENSG00000256028
12624	ENSG00000099308
12625	ENSG00000238213
12626	ENSG00000130517
12627	ENSG00000165030
12628	ENSG00000279653
12629	ENSG00000164219
12630	ENSG00000100664
12631	ENSG00000273015
12632	ENSG00000260121
12633	ENSG00000230725
12634	ENSG00000221883
12635	ENSG00000116473
12636	ENSG00000261308
12637	ENSG00000285581
12638	ENSG00000173227
12639	ENSG00000166169
12640	ENSG00000116991
12641	ENSG00000108352
12642	ENSG00000281969
12643	ENSG00000149483
12644	ENSG00000162063
12645	ENSG00000224831
12646	ENSG00000182993
12647	ENSG00000267605
12648	ENSG00000171853
12649	ENSG00000104388
12650	ENSG00000257576
12651	ENSG00000092010
12652	ENSG00000165934
12653	ENSG00000218809
12654	ENSG00000257894
12655	ENSG00000229953
12656	ENSG00000077721
12657	ENSG00000251400
12658	ENSG00000178233
12659	ENSG00000275585
12660	ENSG00000127152
12661	ENSG00000261773
12662	ENSG00000231177
12663	ENSG00000280148
12664	ENSG00000163631
12665	ENSG00000112293
12666	ENSG00000224239
12667	ENSG00000251791
12668	ENSG00000139800
12669	ENSG00000277182
12670	ENSG00000253007
12671	ENSG00000232759
12672	ENSG00000145022
12673	ENSG00000104980
12674	ENSG00000273088
12675	ENSG00000120805
12676	ENSG00000248794
12677	ENSG00000134480
12678	ENSG00000164284
12679	ENSG00000140090
12680	ENSG00000273319
12681	ENSG00000100568
12682	ENSG00000248405
12683	ENSG00000233892
12684	ENSG00000134962
12685	ENSG00000228172
12686	ENSG00000176208
12687	ENSG00000143258
12688	ENSG00000128340
12689	ENSG00000106483
12690	ENSG00000254054
12691	ENSG00000204650
12692	ENSG00000137648
12693	ENSG00000284946
12694	ENSG00000215414
12695	ENSG00000225914
12696	ENSG00000166265
12697	ENSG00000198156
12698	ENSG00000133742
12699	ENSG00000184270
12700	ENSG00000278390
12701	ENSG00000228594
12702	ENSG00000256453
12703	ENSG00000283380
12704	ENSG00000266953
12705	ENSG00000175426
12706	ENSG00000114378
12707	ENSG00000154511
12708	ENSG00000267698
12709	ENSG00000151632
12710	ENSG00000272647
12711	ENSG00000222043
12712	ENSG00000076604
12713	ENSG00000279228
12714	ENSG00000272834
12715	ENSG00000226149
12716	ENSG00000242534
12717	ENSG00000196793
12718	ENSG00000177239
12719	ENSG00000234948
12720	ENSG00000265316
12721	ENSG00000260035
12722	ENSG00000169689
12723	ENSG00000176381
12724	ENSG00000245008
12725	ENSG00000231789
12726	ENSG00000116885
12727	ENSG00000214425
12728	ENSG00000211706
12729	ENSG00000138135
12730	ENSG00000132773
12731	ENSG00000197858
12732	ENSG00000235683
12733	ENSG00000184068
12734	ENSG00000141447
12735	ENSG00000213090
12736	ENSG00000266538
12737	ENSG00000279030
12738	ENSG00000099889
12739	ENSG00000012061
12740	ENSG00000092295
12741	ENSG00000212128
12742	ENSG00000273805
12743	ENSG00000160570
12744	ENSG00000120088
12745	ENSG00000229847
12746	ENSG00000148358
12747	ENSG00000205116
12748	ENSG00000119906
12749	ENSG00000123240
12750	ENSG00000186318
12751	ENSG00000230146
12752	ENSG00000260742
12753	ENSG00000162591
12754	ENSG00000146414
12755	ENSG00000281179
12756	ENSG00000132004
12757	ENSG00000162600
12758	ENSG00000167523
12759	ENSG00000261889
12760	ENSG00000157823
12761	ENSG00000138642
12762	ENSG00000166979
12763	ENSG00000182183
12764	ENSG00000064490
12765	ENSG00000162873
12766	ENSG00000124564
12767	ENSG00000257315
12768	ENSG00000134698
12769	ENSG00000259459
12770	ENSG00000269959
12771	ENSG00000272328
12772	ENSG00000160207
12773	ENSG00000165124
12774	ENSG00000135720
12775	ENSG00000135953
12776	ENSG00000223705
12777	ENSG00000086967
12778	ENSG00000279747
12779	ENSG00000257084
12780	ENSG00000159885
12781	ENSG00000285799
12782	ENSG00000147246
12783	ENSG00000112761
12784	ENSG00000186910
12785	ENSG00000128254
12786	ENSG00000260339
12787	ENSG00000136897
12788	ENSG00000148950
12789	ENSG00000172216
12790	ENSG00000122783
12791	ENSG00000225673
12792	ENSG00000198042
12793	ENSG00000074317
12794	ENSG00000092208
12795	ENSG00000099814
12796	ENSG00000144468
12797	ENSG00000218980
12798	ENSG00000029993
12799	ENSG00000145832
12800	ENSG00000283294
12801	ENSG00000243609
12802	ENSG00000247970
12803	ENSG00000096093
12804	ENSG00000237188
12805	ENSG00000151726
12806	ENSG00000164776
12807	ENSG00000092199
12808	ENSG00000275491
12809	ENSG00000235169
12810	ENSG00000183337
12811	ENSG00000117335
12812	ENSG00000231063
12813	ENSG00000166797
12814	ENSG00000136193
12815	ENSG00000240750
12816	ENSG00000142583
12817	ENSG00000139767
12818	ENSG00000215277
12819	ENSG00000133121
12820	ENSG00000159210
12821	ENSG00000163956
12822	ENSG00000275700
12823	ENSG00000139914
12824	ENSG00000262049
12825	ENSG00000170166
12826	ENSG00000259755
12827	ENSG00000259926
12828	ENSG00000134594
12829	ENSG00000104894
12830	ENSG00000076067
12831	ENSG00000278811
12832	ENSG00000082512
12833	ENSG00000249738
12834	ENSG00000087842
12835	ENSG00000278662
12836	ENSG00000272024
12837	ENSG00000125804
12838	ENSG00000115504
12839	ENSG00000276089
12840	ENSG00000256006
12841	ENSG00000099326
12842	ENSG00000175073
12843	ENSG00000272183
12844	ENSG00000154144
12845	ENSG00000283444
12846	ENSG00000101463
12847	ENSG00000212916
12848	ENSG00000164237
12849	ENSG00000227946
12850	ENSG00000259881
12851	ENSG00000248727
12852	ENSG00000163682
12853	ENSG00000261451
12854	ENSG00000198692
12855	ENSG00000234176
12856	ENSG00000264772
12857	ENSG00000172757
12858	ENSG00000186222
12859	ENSG00000138778
12860	ENSG00000204194
12861	ENSG00000103064
12862	ENSG00000167419
12863	ENSG00000162949
12864	ENSG00000215041
12865	ENSG00000163513
12866	ENSG00000133317
12867	ENSG00000071575
12868	ENSG00000256771
12869	ENSG00000093217
12870	ENSG00000267858
12871	ENSG00000239763
12872	ENSG00000272887
12873	ENSG00000266402
12874	ENSG00000242616
12875	ENSG00000073605
12876	ENSG00000131067
12877	ENSG00000248050
12878	ENSG00000086159
12879	ENSG00000249279
12880	ENSG00000204572
12881	ENSG00000119138
12882	ENSG00000127507
12883	ENSG00000177303
12884	ENSG00000172020
12885	ENSG00000261326
12886	ENSG00000173209
12887	ENSG00000240180
12888	ENSG00000188219
12889	ENSG00000168878
12890	ENSG00000166147
12891	ENSG00000133460
12892	ENSG00000240211
12893	ENSG00000173198
12894	ENSG00000158578
12895	ENSG00000156234
12896	ENSG00000136930
12897	ENSG00000185973
12898	ENSG00000120658
12899	ENSG00000249593
12900	ENSG00000092445
12901	ENSG00000180423
12902	ENSG00000266079
12903	ENSG00000279571
12904	ENSG00000213640
12905	ENSG00000130635
12906	ENSG00000165312
12907	ENSG00000188811
12908	ENSG00000173801
12909	ENSG00000255524
12910	ENSG00000158292
12911	ENSG00000224186
12912	ENSG00000188662
12913	ENSG00000285245
12914	ENSG00000280166
12915	ENSG00000107262
12916	ENSG00000169059
12917	ENSG00000271730
12918	ENSG00000260896
12919	ENSG00000271943
12920	ENSG00000152936
12921	ENSG00000180354
12922	ENSG00000238835
12923	ENSG00000252577
12924	ENSG00000171502
12925	ENSG00000262877
12926	ENSG00000232000
12927	ENSG00000145908
12928	ENSG00000160746
12929	ENSG00000272669
12930	ENSG00000213137
12931	ENSG00000279206
12932	ENSG00000226167
12933	ENSG00000219902
12934	ENSG00000235957
12935	ENSG00000116922
12936	ENSG00000250170
12937	ENSG00000179743
12938	ENSG00000179930
12939	ENSG00000138092
12940	ENSG00000235724
12941	ENSG00000085999
12942	ENSG00000251359
12943	ENSG00000084652
12944	ENSG00000138303
12945	ENSG00000260192
12946	ENSG00000162341
12947	ENSG00000274364
12948	ENSG00000137815
12949	ENSG00000284968
12950	ENSG00000221643
12951	ENSG00000095787
12952	ENSG00000198178
12953	ENSG00000214860
12954	ENSG00000154153
12955	ENSG00000283453
12956	ENSG00000079950
12957	ENSG00000101474
12958	ENSG00000272205
12959	ENSG00000111788
12960	ENSG00000227722
12961	ENSG00000279819
12962	ENSG00000164220
12963	ENSG00000161103
12964	ENSG00000068885
12965	ENSG00000125813
12966	ENSG00000096654
12967	ENSG00000099331
12968	ENSG00000233836
12969	ENSG00000183287
12970	ENSG00000178297
12971	ENSG00000284377
12972	ENSG00000139546
12973	ENSG00000147481
12974	ENSG00000177981
12975	ENSG00000109846
12976	ENSG00000117114
12977	ENSG00000112237
12978	ENSG00000198685
12979	ENSG00000143869
12980	ENSG00000177463
12981	ENSG00000264916
12982	ENSG00000186235
12983	ENSG00000254416
12984	ENSG00000229719
12985	ENSG00000272572
12986	ENSG00000073861
12987	ENSG00000175482
12988	ENSG00000145982
12989	ENSG00000170430
12990	ENSG00000144649
12991	ENSG00000007202
12992	ENSG00000140743
12993	ENSG00000242590
12994	ENSG00000136754
12995	ENSG00000285629
12996	ENSG00000133477
12997	ENSG00000163273
12998	ENSG00000169435
12999	ENSG00000085760
13000	ENSG00000270175
13001	ENSG00000138018
13002	ENSG00000153291
13003	ENSG00000103495
13004	ENSG00000284791
13005	ENSG00000260118
13006	ENSG00000172037
13007	ENSG00000231535
13008	ENSG00000234616
13009	ENSG00000197497
13010	ENSG00000178802
13011	ENSG00000273320
13012	ENSG00000105672
13013	ENSG00000272109
13014	ENSG00000089050
13015	ENSG00000226874
13016	ENSG00000236819
13017	ENSG00000279884
13018	ENSG00000171262
13019	ENSG00000198618
13020	ENSG00000280171
13021	ENSG00000163608
13022	ENSG00000167971
13023	ENSG00000108963
13024	ENSG00000281358
13025	ENSG00000167702
13026	ENSG00000137106
13027	ENSG00000113083
13028	ENSG00000138463
13029	ENSG00000196154
13030	ENSG00000260563
13031	ENSG00000113312
13032	ENSG00000116031
13033	ENSG00000163599
13034	ENSG00000179023
13035	ENSG00000198589
13036	ENSG00000232386
13037	ENSG00000164828
13038	ENSG00000227359
13039	ENSG00000100226
13040	ENSG00000036054
13041	ENSG00000267530
13042	ENSG00000006327
13043	ENSG00000137802
13044	ENSG00000274373
13045	ENSG00000224577
13046	ENSG00000188293
13047	ENSG00000196850
13048	ENSG00000157306
13049	ENSG00000138085
13050	ENSG00000214595
13051	ENSG00000224895
13052	ENSG00000123965
13053	ENSG00000176396
13054	ENSG00000152213
13055	ENSG00000211962
13056	ENSG00000040275
13057	ENSG00000285713
13058	ENSG00000168955
13059	ENSG00000081923
13060	ENSG00000163349
13061	ENSG00000182890
13062	ENSG00000214432
13063	ENSG00000225568
13064	ENSG00000196415
13065	ENSG00000146374
13066	ENSG00000235505
13067	ENSG00000126870
13068	ENSG00000230626
13069	ENSG00000126603
13070	ENSG00000255072
13071	ENSG00000102786
13072	ENSG00000179562
13073	ENSG00000095637
13074	ENSG00000277918
13075	ENSG00000229623
13076	ENSG00000174791
13077	ENSG00000276542
13078	ENSG00000072501
13079	ENSG00000273812
13080	ENSG00000130363
13081	ENSG00000135040
13082	ENSG00000165644
13083	ENSG00000213316
13084	ENSG00000150867
13085	ENSG00000267706
13086	ENSG00000111254
13087	ENSG00000257475
13088	ENSG00000233008
13089	ENSG00000171723
13090	ENSG00000280347
13091	ENSG00000142698
13092	ENSG00000090263
13093	ENSG00000172809
13094	ENSG00000176903
13095	ENSG00000235272
13096	ENSG00000132382
13097	ENSG00000144395
13098	ENSG00000282933
13099	ENSG00000279923
13100	ENSG00000130414
13101	ENSG00000100767
13102	ENSG00000257093
13103	ENSG00000282740
13104	ENSG00000273287
13105	ENSG00000258667
13106	ENSG00000266258
13107	ENSG00000252021
13108	ENSG00000213983
13109	ENSG00000180871
13110	ENSG00000253208
13111	ENSG00000184708
13112	ENSG00000160181
13113	ENSG00000270343
13114	ENSG00000189180
13115	ENSG00000198055
13116	ENSG00000107438
13117	ENSG00000133641
13118	ENSG00000197530
13119	ENSG00000148734
13120	ENSG00000231703
13121	ENSG00000234420
13122	ENSG00000127955
13123	ENSG00000147251
13124	ENSG00000204920
13125	ENSG00000186907
13126	ENSG00000188038
13127	ENSG00000169592
13128	ENSG00000235609
13129	ENSG00000156384
13130	ENSG00000172201
13131	ENSG00000231970
13132	ENSG00000272744
13133	ENSG00000165548
13134	ENSG00000124299
13135	ENSG00000160818
13136	ENSG00000026103
13137	ENSG00000164761
13138	ENSG00000140575
13139	ENSG00000180279
13140	ENSG00000277985
13141	ENSG00000266850
13142	ENSG00000170606
13143	ENSG00000154783
13144	ENSG00000240747
13145	ENSG00000169174
13146	ENSG00000275964
13147	ENSG00000198722
13148	ENSG00000166411
13149	ENSG00000214049
13150	ENSG00000198951
13151	ENSG00000251692
13152	ENSG00000103245
13153	ENSG00000240934
13154	ENSG00000250959
13155	ENSG00000251503
13156	ENSG00000128534
13157	ENSG00000260459
13158	ENSG00000080293
13159	ENSG00000147526
13160	ENSG00000117322
13161	ENSG00000255409
13162	ENSG00000261670
13163	ENSG00000231074
13164	ENSG00000166780
13165	ENSG00000179119
13166	ENSG00000134612
13167	ENSG00000272033
13168	ENSG00000277310
13169	ENSG00000115956
13170	ENSG00000008226
13171	ENSG00000248697
13172	ENSG00000104883
13173	ENSG00000272321
13174	ENSG00000062194
13175	ENSG00000228363
13176	ENSG00000253187
13177	ENSG00000242052
13178	ENSG00000273108
13179	ENSG00000164304
13180	ENSG00000237818
13181	ENSG00000263165
13182	ENSG00000125744
13183	ENSG00000233912
13184	ENSG00000184716
13185	ENSG00000251580
13186	ENSG00000270726
13187	ENSG00000010318
13188	ENSG00000142686
13189	ENSG00000172817
13190	ENSG00000128626
13191	ENSG00000183032
13192	ENSG00000225190
13193	ENSG00000088726
13194	ENSG00000279039
13195	ENSG00000272456
13196	ENSG00000277775
13197	ENSG00000239823
13198	ENSG00000049192
13199	ENSG00000263612
13200	ENSG00000233016
13201	ENSG00000269054
13202	ENSG00000239650
13203	ENSG00000110063
13204	ENSG00000240322
13205	ENSG00000085644
13206	ENSG00000197622
13207	ENSG00000102409
13208	ENSG00000163357
13209	ENSG00000107959
13210	ENSG00000109066
13211	ENSG00000189292
13212	ENSG00000172113
13213	ENSG00000186466
13214	ENSG00000156096
13215	ENSG00000106692
13216	ENSG00000254245
13217	ENSG00000148426
13218	ENSG00000261215
13219	ENSG00000164008
13220	ENSG00000229246
13221	ENSG00000278818
13222	ENSG00000226723
13223	ENSG00000273204
13224	ENSG00000130706
13225	ENSG00000226950
13226	ENSG00000160293
13227	ENSG00000100997
13228	ENSG00000185633
13229	ENSG00000223791
13230	ENSG00000171346
13231	ENSG00000121542
13232	ENSG00000241570
13233	ENSG00000275709
13234	ENSG00000106178
13235	ENSG00000271870
13236	ENSG00000172568
13237	ENSG00000162694
13238	ENSG00000126266
13239	ENSG00000182117
13240	ENSG00000205213
13241	ENSG00000246523
13242	ENSG00000219642
13243	ENSG00000237181
13244	ENSG00000165556
13245	ENSG00000174483
13246	ENSG00000226054
13247	ENSG00000100302
13248	ENSG00000171431
13249	ENSG00000124116
13250	ENSG00000257767
13251	ENSG00000092201
13252	ENSG00000236039
13253	ENSG00000267414
13254	ENSG00000232133
13255	ENSG00000273891
13256	ENSG00000070214
13257	ENSG00000168434
13258	ENSG00000261288
13259	ENSG00000158747
13260	ENSG00000186919
13261	ENSG00000188026
13262	ENSG00000149503
13263	ENSG00000230534
13264	ENSG00000211792
13265	ENSG00000200834
13266	ENSG00000146066
13267	ENSG00000015676
13268	ENSG00000157014
13269	ENSG00000204899
13270	ENSG00000158571
13271	ENSG00000108375
13272	ENSG00000132640
13273	ENSG00000137563
13274	ENSG00000107863
13275	ENSG00000285844
13276	ENSG00000196531
13277	ENSG00000235421
13278	ENSG00000149735
13279	ENSG00000146250
13280	ENSG00000107581
13281	ENSG00000095713
13282	ENSG00000187775
13283	ENSG00000234608
13284	ENSG00000173200
13285	ENSG00000171596
13286	ENSG00000279103
13287	ENSG00000135164
13288	ENSG00000141574
13289	ENSG00000144824
13290	ENSG00000257551
13291	ENSG00000105186
13292	ENSG00000143595
13293	ENSG00000113391
13294	ENSG00000138771
13295	ENSG00000168175
13296	ENSG00000162733
13297	ENSG00000241935
13298	ENSG00000260802
13299	ENSG00000274487
13300	ENSG00000255621
13301	ENSG00000129535
13302	ENSG00000179331
13303	ENSG00000137185
13304	ENSG00000022556
13305	ENSG00000028310
13306	ENSG00000111796
13307	ENSG00000076258
13308	ENSG00000279674
13309	ENSG00000273032
13310	ENSG00000121774
13311	ENSG00000232472
13312	ENSG00000144120
13313	ENSG00000233828
13314	ENSG00000169727
13315	ENSG00000183891
13316	ENSG00000198171
13317	ENSG00000163161
13318	ENSG00000050030
13319	ENSG00000197785
13320	ENSG00000187479
13321	ENSG00000234504
13322	ENSG00000035664
13323	ENSG00000065060
13324	ENSG00000204677
13325	ENSG00000104332
13326	ENSG00000227347
13327	ENSG00000273449
13328	ENSG00000233220
13329	ENSG00000239466
13330	ENSG00000174628
13331	ENSG00000140451
13332	ENSG00000145901
13333	ENSG00000166535
13334	ENSG00000197363
13335	ENSG00000204291
13336	ENSG00000188818
13337	ENSG00000091262
13338	ENSG00000254704
13339	ENSG00000065717
13340	ENSG00000270681
13341	ENSG00000146858
13342	ENSG00000261754
13343	ENSG00000198597
13344	ENSG00000278922
13345	ENSG00000115590
13346	ENSG00000218226
13347	ENSG00000078618
13348	ENSG00000217930
13349	ENSG00000256092
13350	ENSG00000078589
13351	ENSG00000175376
13352	ENSG00000267259
13353	ENSG00000140326
13354	ENSG00000203857
13355	ENSG00000161180
13356	ENSG00000235436
13357	ENSG00000183668
13358	ENSG00000230715
13359	ENSG00000143164
13360	ENSG00000138380
13361	ENSG00000146247
13362	ENSG00000261338
13363	ENSG00000187762
13364	ENSG00000129255
13365	ENSG00000176134
13366	ENSG00000102524
13367	ENSG00000166159
13368	ENSG00000224672
13369	ENSG00000132824
13370	ENSG00000260280
13371	ENSG00000137574
13372	ENSG00000107874
13373	ENSG00000001497
13374	ENSG00000196526
13375	ENSG00000168615
13376	ENSG00000285853
13377	ENSG00000268350
13378	ENSG00000170439
13379	ENSG00000140939
13380	ENSG00000171863
13381	ENSG00000272899
13382	ENSG00000092020
13383	ENSG00000276471
13384	ENSG00000279114
13385	ENSG00000213225
13386	ENSG00000249267
13387	ENSG00000108784
13388	ENSG00000123364
13389	ENSG00000071889
13390	ENSG00000146530
13391	ENSG00000230062
13392	ENSG00000137203
13393	ENSG00000075461
13394	ENSG00000147488
13395	ENSG00000152457
13396	ENSG00000270878
13397	ENSG00000280274
13398	ENSG00000258754
13399	ENSG00000276097
13400	ENSG00000124440
13401	ENSG00000267142
13402	ENSG00000258927
13403	ENSG00000219085
13404	ENSG00000099338
13405	ENSG00000160323
13406	ENSG00000135604
13407	ENSG00000279663
13408	ENSG00000047315
13409	ENSG00000216802
13410	ENSG00000223621
13411	ENSG00000232987
13412	ENSG00000186834
13413	ENSG00000129159
13414	ENSG00000244398
13415	ENSG00000177380
13416	ENSG00000085465
13417	ENSG00000178896
13418	ENSG00000197403
13419	ENSG00000284976
13420	ENSG00000215424
13421	ENSG00000136451
13422	ENSG00000233237
13423	ENSG00000170946
13424	ENSG00000282199
13425	ENSG00000236114
13426	ENSG00000121318
13427	ENSG00000269275
13428	ENSG00000256463
13429	ENSG00000145916
13430	ENSG00000181163
13431	ENSG00000175416
13432	ENSG00000257839
13433	ENSG00000104325
13434	ENSG00000083168
13435	ENSG00000272677
13436	ENSG00000175787
13437	ENSG00000164821
13438	ENSG00000134056
13439	ENSG00000067992
13440	ENSG00000131375
13441	ENSG00000226179
13442	ENSG00000247627
13443	ENSG00000256981
13444	ENSG00000121089
13445	ENSG00000142945
13446	ENSG00000186130
13447	ENSG00000270696
13448	ENSG00000081189
13449	ENSG00000163590
13450	ENSG00000198580
13451	ENSG00000234264
13452	ENSG00000275857
13453	ENSG00000167978
13454	ENSG00000169047
13455	ENSG00000080031
13456	ENSG00000163872
13457	ENSG00000198862
13458	ENSG00000065491
13459	ENSG00000236810
13460	ENSG00000259671
13461	ENSG00000006459
13462	ENSG00000145012
13463	ENSG00000115616
13464	ENSG00000258458
13465	ENSG00000269502
13466	ENSG00000239306
13467	ENSG00000259802
13468	ENSG00000269693
13469	ENSG00000273329
13470	ENSG00000100558
13471	ENSG00000164125
13472	ENSG00000272100
13473	ENSG00000105808
13474	ENSG00000246379
13475	ENSG00000181585
13476	ENSG00000140107
13477	ENSG00000248592
13478	ENSG00000164082
13479	ENSG00000134686
13480	ENSG00000125753
13481	ENSG00000259447
13482	ENSG00000267078
13483	ENSG00000269947
13484	ENSG00000160188
13485	ENSG00000213468
13486	ENSG00000016602
13487	ENSG00000160219
13488	ENSG00000278570
13489	ENSG00000253190
13490	ENSG00000110492
13491	ENSG00000279759
13492	ENSG00000120992
13493	ENSG00000131634
13494	ENSG00000148346
13495	ENSG00000261575
13496	ENSG00000112304
13497	ENSG00000178035
13498	ENSG00000225187
13499	ENSG00000172673
13500	ENSG00000106263
13501	ENSG00000156467
13502	ENSG00000136110
13503	ENSG00000197142
13504	ENSG00000169271
13505	ENSG00000068323
13506	ENSG00000278196
13507	ENSG00000184076
13508	ENSG00000232228
13509	ENSG00000037042
13510	ENSG00000067646
13511	ENSG00000259330
13512	ENSG00000006118
13513	ENSG00000144909
13514	ENSG00000256826
13515	ENSG00000110074
13516	ENSG00000277911
13517	ENSG00000131143
13518	ENSG00000242732
13519	ENSG00000228403
13520	ENSG00000135049
13521	ENSG00000101230
13522	ENSG00000229859
13523	ENSG00000189114
13524	ENSG00000127423
13525	ENSG00000186471
13526	ENSG00000091947
13527	ENSG00000183921
13528	ENSG00000112473
13529	ENSG00000261202
13530	ENSG00000225883
13531	ENSG00000197635
13532	ENSG00000280439
13533	ENSG00000182899
13534	ENSG00000179889
13535	ENSG00000215861
13536	ENSG00000203709
13537	ENSG00000267374
13538	ENSG00000232653
13539	ENSG00000160284
13540	ENSG00000185624
13541	ENSG00000100462
13542	ENSG00000237892
13543	ENSG00000273213
13544	ENSG00000130962
13545	ENSG00000130711
13546	ENSG00000089163
13547	ENSG00000228078
13548	ENSG00000250950
13549	ENSG00000167842
13550	ENSG00000271614
13551	ENSG00000152661
13552	ENSG00000280042
13553	ENSG00000157542
13554	ENSG00000060688
13555	ENSG00000162512
13556	ENSG00000258215
13557	ENSG00000174705
13558	ENSG00000207174
13559	ENSG00000100084
13560	ENSG00000003137
13561	ENSG00000144476
13562	ENSG00000232124
13563	ENSG00000213013
13564	ENSG00000130066
13565	ENSG00000248278
13566	ENSG00000187554
13567	ENSG00000204929
13568	ENSG00000211785
13569	ENSG00000116675
13570	ENSG00000221914
13571	ENSG00000159579
13572	ENSG00000214944
13573	ENSG00000170417
13574	ENSG00000239920
13575	ENSG00000184162
13576	ENSG00000267868
13577	ENSG00000263711
13578	ENSG00000161653
13579	ENSG00000170786
13580	ENSG00000272555
13581	ENSG00000249249
13582	ENSG00000128052
13583	ENSG00000080986
13584	ENSG00000241399
13585	ENSG00000205918
13586	ENSG00000245293
13587	ENSG00000188229
13588	ENSG00000169783
13589	ENSG00000139187
13590	ENSG00000261087
13591	ENSG00000231683
13592	ENSG00000197721
13593	ENSG00000106400
13594	ENSG00000103723
13595	ENSG00000159761
13596	ENSG00000122585
13597	ENSG00000125834
13598	ENSG00000278986
13599	ENSG00000259553
13600	ENSG00000144119
13601	ENSG00000154174
13602	ENSG00000184584
13603	ENSG00000268798
13604	ENSG00000105559
13605	ENSG00000140382
13606	ENSG00000104903
13607	ENSG00000117133
13608	ENSG00000112210
13609	ENSG00000261461
13610	ENSG00000182318
13611	ENSG00000225093
13612	ENSG00000159387
13613	ENSG00000186212
13614	ENSG00000091157
13615	ENSG00000260648
13616	ENSG00000153823
13617	ENSG00000197056
13618	ENSG00000109861
13619	ENSG00000097021
13620	ENSG00000171532
13621	ENSG00000007129
13622	ENSG00000258301
13623	ENSG00000174611
13624	ENSG00000257817
13625	ENSG00000279236
13626	ENSG00000243970
13627	ENSG00000100201
13628	ENSG00000105122
13629	ENSG00000064270
13630	ENSG00000285693
13631	ENSG00000241095
13632	ENSG00000116761
13633	ENSG00000251369
13634	ENSG00000112818
13635	ENSG00000156299
13636	ENSG00000260233
13637	ENSG00000280852
13638	ENSG00000196604
13639	ENSG00000225779
13640	ENSG00000137656
13641	ENSG00000224550
13642	ENSG00000137825
13643	ENSG00000014919
13644	ENSG00000102606
13645	ENSG00000111732
13646	ENSG00000267260
13647	ENSG00000273096
13648	ENSG00000223692
13649	ENSG00000232934
13650	ENSG00000258476
13651	ENSG00000124762
13652	ENSG00000185730
13653	ENSG00000130876
13654	ENSG00000105655
13655	ENSG00000238290
13656	ENSG00000278768
13657	ENSG00000226853
13658	ENSG00000165322
13659	ENSG00000116016
13660	ENSG00000136099
13661	ENSG00000157456
13662	ENSG00000224227
13663	ENSG00000274423
13664	ENSG00000163788
13665	ENSG00000117009
13666	ENSG00000265451
13667	ENSG00000230176
13668	ENSG00000260772
13669	ENSG00000065518
13670	ENSG00000162630
13671	ENSG00000188986
13672	ENSG00000167513
13673	ENSG00000166949
13674	ENSG00000196345
13675	ENSG00000250790
13676	ENSG00000138801
13677	ENSG00000285043
13678	ENSG00000274615
13679	ENSG00000162843
13680	ENSG00000063015
13681	ENSG00000258640
13682	ENSG00000237821
13683	ENSG00000066336
13684	ENSG00000114854
13685	ENSG00000259469
13686	ENSG00000267056
13687	ENSG00000130433
13688	ENSG00000219200
13689	ENSG00000226416
13690	ENSG00000185697
13691	ENSG00000134539
13692	ENSG00000168490
13693	ENSG00000205822
13694	ENSG00000214784
13695	ENSG00000149636
13696	ENSG00000260005
13697	ENSG00000176020
13698	ENSG00000188313
13699	ENSG00000187676
13700	ENSG00000152234
13701	ENSG00000211945
13702	ENSG00000280417
13703	ENSG00000107960
13704	ENSG00000285947
13705	ENSG00000168701
13706	ENSG00000230590
13707	ENSG00000260394
13708	ENSG00000167264
13709	ENSG00000137460
13710	ENSG00000253558
13711	ENSG00000184058
13712	ENSG00000237125
13713	ENSG00000262402
13714	ENSG00000120329
13715	ENSG00000105085
13716	ENSG00000185271
13717	ENSG00000267952
13718	ENSG00000226361
13719	ENSG00000165810
13720	ENSG00000283239
