	0
3186	ENSG00000283445
3187	ENSG00000259562
3188	ENSG00000120555
3189	ENSG00000233820
3190	ENSG00000272182
3191	ENSG00000125676
3192	ENSG00000258938
3193	ENSG00000256007
3194	ENSG00000140022
3195	ENSG00000184857
3196	ENSG00000236570
3197	ENSG00000131480
3198	ENSG00000136931
3199	ENSG00000071203
3200	ENSG00000178814
3201	ENSG00000173208
3202	ENSG00000230979
3203	ENSG00000261327
3204	ENSG00000133983
3205	ENSG00000205929
3206	ENSG00000177302
3207	ENSG00000119139
3208	ENSG00000228526
3209	ENSG00000272564
3210	ENSG00000272886
3211	ENSG00000145476
3212	ENSG00000101084
3213	ENSG00000239911
3214	ENSG00000170426
3215	ENSG00000128789
3216	ENSG00000162437
3217	ENSG00000224216
3218	ENSG00000167967
3219	ENSG00000107263
3220	ENSG00000280167
3221	ENSG00000187097
3222	ENSG00000285244
3223	ENSG00000224187
3224	ENSG00000157985
3225	ENSG00000270689
3226	ENSG00000230371
3227	ENSG00000149346
3228	ENSG00000235052
3229	ENSG00000226862
3230	ENSG00000135517
3231	ENSG00000246366
3232	ENSG00000105664
3233	ENSG00000125898
3234	ENSG00000279570
3235	ENSG00000115598
3236	ENSG00000273336
3237	ENSG00000276015
3238	ENSG00000268947
3239	ENSG00000180422
3240	ENSG00000257122
3241	ENSG00000276384
3242	ENSG00000249592
3243	ENSG00000124920
3244	ENSG00000267251
3245	ENSG00000135686
3246	ENSG00000120659
3247	ENSG00000144224
3248	ENSG00000185972
3249	ENSG00000268734
3250	ENSG00000285533
3251	ENSG00000271046
3252	ENSG00000173295
3253	ENSG00000137814
3254	ENSG00000284969
3255	ENSG00000011478
3256	ENSG00000230797
3257	ENSG00000260193
3258	ENSG00000158806
3259	ENSG00000051180
3260	ENSG00000085998
3261	ENSG00000116750
3262	ENSG00000205456
3263	ENSG00000182752
3264	ENSG00000123700
3265	ENSG00000072952
3266	ENSG00000134049
3267	ENSG00000279207
3268	ENSG00000272668
3269	ENSG00000259288
3270	ENSG00000101019
3271	ENSG00000268043
3272	ENSG00000267526
3273	ENSG00000140459
3274	ENSG00000171503
3275	ENSG00000279196
3276	ENSG00000170959
3277	ENSG00000207051
3278	ENSG00000183117
3279	ENSG00000177462
3280	ENSG00000234160
3281	ENSG00000163694
3282	ENSG00000172932
3283	ENSG00000244998
3284	ENSG00000117115
3285	ENSG00000198515
3286	ENSG00000215057
3287	ENSG00000197070
3288	ENSG00000139547
3289	ENSG00000254786
3290	ENSG00000106351
3291	ENSG00000132128
3292	ENSG00000166855
3293	ENSG00000058866
3294	ENSG00000272195
3295	ENSG00000233837
3296	ENSG00000099330
3297	ENSG00000175065
3298	ENSG00000253333
3299	ENSG00000101997
3300	ENSG00000239002
3301	ENSG00000184840
3302	ENSG00000236567
3303	ENSG00000125812
3304	ENSG00000114948
3305	ENSG00000257239
3306	ENSG00000180739
3307	ENSG00000145087
3308	ENSG00000164221
3309	ENSG00000206585
3310	ENSG00000104756
3311	ENSG00000178803
3312	ENSG00000197496
3313	ENSG00000112541
3314	ENSG00000183813
3315	ENSG00000234617
3316	ENSG00000118307
3317	ENSG00000127511
3318	ENSG00000204564
3319	ENSG00000103494
3320	ENSG00000177084
3321	ENSG00000224809
3322	ENSG00000167378
3323	ENSG00000156222
3324	ENSG00000260288
3325	ENSG00000240207
3326	ENSG00000081818
3327	ENSG00000118096
3328	ENSG00000285628
3329	ENSG00000233133
3330	ENSG00000239775
3331	ENSG00000140931
3332	ENSG00000237039
3333	ENSG00000239906
3334	ENSG00000184144
3335	ENSG00000144648
3336	ENSG00000013364
3337	ENSG00000243429
3338	ENSG00000272573
3339	ENSG00000134352
3340	ENSG00000164556
3341	ENSG00000154856
3342	ENSG00000242600
3343	ENSG00000153898
3344	ENSG00000188674
3345	ENSG00000205336
3346	ENSG00000090054
3347	ENSG00000116030
3348	ENSG00000157992
3349	ENSG00000081181
3350	ENSG00000230366
3351	ENSG00000188807
3352	ENSG00000196155
3353	ENSG00000167703
3354	ENSG00000157470
3355	ENSG00000285253
3356	ENSG00000187080
3357	ENSG00000185716
3358	ENSG00000257135
3359	ENSG00000232912
3360	ENSG00000262165
3361	ENSG00000267246
3362	ENSG00000144233
3363	ENSG00000006451
3364	ENSG00000279885
3365	ENSG00000078596
3366	ENSG00000165304
3367	ENSG00000072041
3368	ENSG00000272108
3369	ENSG00000273321
3370	ENSG00000223525
3371	ENSG00000146143
3372	ENSG00000116747
3373	ENSG00000129151
3374	ENSG00000255245
3375	ENSG00000231638
3376	ENSG00000173113
3377	ENSG00000169738
3378	ENSG00000274372
3379	ENSG00000199347
3380	ENSG00000167074
3381	ENSG00000187984
3382	ENSG00000138315
3383	ENSG00000241322
3384	ENSG00000257831
3385	ENSG00000174844
3386	ENSG00000066651
3387	ENSG00000009830
3388	ENSG00000121310
3389	ENSG00000266718
3390	ENSG00000097007
3391	ENSG00000273456
3392	ENSG00000276775
3393	ENSG00000100227
3394	ENSG00000042445
3395	ENSG00000213121
3396	ENSG00000243725
3397	ENSG00000008988
3398	ENSG00000154529
3399	ENSG00000262583
3400	ENSG00000072736
3401	ENSG00000124205
3402	ENSG00000140678
3403	ENSG00000258111
3404	ENSG00000100380
3405	ENSG00000171951
3406	ENSG00000267707
3407	ENSG00000272449
3408	ENSG00000124194
3409	ENSG00000229622
3410	ENSG00000279026
3411	ENSG00000187650
3412	ENSG00000255073
3413	ENSG00000126602
3414	ENSG00000183929
3415	ENSG00000117758
3416	ENSG00000251179
3417	ENSG00000186479
3418	ENSG00000215869
3419	ENSG00000225569
3420	ENSG00000211710
3421	ENSG00000109079
3422	ENSG00000163348
3423	ENSG00000258815
3424	ENSG00000160180
3425	ENSG00000184709
3426	ENSG00000238311
3427	ENSG00000257303
3428	ENSG00000237807
3429	ENSG00000171055
3430	ENSG00000223482
3431	ENSG00000180592
3432	ENSG00000229155
3433	ENSG00000273117
3434	ENSG00000276234
3435	ENSG00000135945
3436	ENSG00000135736
3437	ENSG00000223960
3438	ENSG00000160211
3439	ENSG00000243264
3440	ENSG00000227619
3441	ENSG00000132383
3442	ENSG00000176771
3443	ENSG00000173452
3444	ENSG00000143952
3445	ENSG00000255495
3446	ENSG00000182195
3447	ENSG00000196363
3448	ENSG00000081026
3449	ENSG00000103148
3450	ENSG00000167535
3451	ENSG00000137331
3452	ENSG00000162616
3453	ENSG00000262728
3454	ENSG00000145824
3455	ENSG00000228496
3456	ENSG00000019485
3457	ENSG00000218996
3458	ENSG00000115053
3459	ENSG00000272936
3460	ENSG00000076706
3461	ENSG00000212232
3462	ENSG00000079263
3463	ENSG00000101134
3464	ENSG00000227262
3465	ENSG00000155849
3466	ENSG00000272745
3467	ENSG00000231971
3468	ENSG00000136881
3469	ENSG00000119318
3470	ENSG00000128242
3471	ENSG00000188039
3472	ENSG00000142173
3473	ENSG00000127954
3474	ENSG00000148735
3475	ENSG00000274248
3476	ENSG00000133640
3477	ENSG00000169871
3478	ENSG00000106610
3479	ENSG00000232828
3480	ENSG00000236751
3481	ENSG00000263276
3482	ENSG00000120907
3483	ENSG00000125457
3484	ENSG00000227684
3485	ENSG00000182108
3486	ENSG00000261671
3487	ENSG00000255408
3488	ENSG00000254852
3489	ENSG00000204025
3490	ENSG00000159197
3491	ENSG00000152669
3492	ENSG00000198723
3493	ENSG00000260285
3494	ENSG00000137571
3495	ENSG00000270179
3496	ENSG00000244300
3497	ENSG00000168610
3498	ENSG00000285856
3499	ENSG00000285625
3500	ENSG00000136758
3501	ENSG00000169439
3502	ENSG00000132821
3503	ENSG00000205740
3504	ENSG00000107593
3505	ENSG00000200463
3506	ENSG00000113916
3507	ENSG00000179454
3508	ENSG00000129250
3509	ENSG00000173212
3510	ENSG00000123416
3511	ENSG00000204569
3512	ENSG00000138385
3513	ENSG00000234869
3514	ENSG00000146242
3515	ENSG00000130255
3516	ENSG00000278338
3517	ENSG00000121380
3518	ENSG00000229715
3519	ENSG00000150722
3520	ENSG00000105205
3521	ENSG00000115268
3522	ENSG00000229484
3523	ENSG00000268355
3524	ENSG00000144645
3525	ENSG00000271427
3526	ENSG00000163508
3527	ENSG00000107175
3528	ENSG00000214273
3529	ENSG00000225329
3530	ENSG00000188897
3531	ENSG00000146535
3532	ENSG00000149050
3533	ENSG00000230067
3534	ENSG00000117118
3535	ENSG00000260810
3536	ENSG00000182333
3537	ENSG00000205037
3538	ENSG00000250510
3539	ENSG00000187010
3540	ENSG00000198689
3541	ENSG00000088179
3542	ENSG00000073169
3543	ENSG00000160326
3544	ENSG00000130522
3545	ENSG00000206588
3546	ENSG00000077063
3547	ENSG00000272209
3548	ENSG00000213557
3549	ENSG00000267147
3550	ENSG00000232460
3551	ENSG00000249684
3552	ENSG00000258922
3553	ENSG00000121766
3554	ENSG00000226696
3555	ENSG00000197406
3556	ENSG00000139131
3557	ENSG00000215421
3558	ENSG00000225921
3559	ENSG00000166250
3560	ENSG00000264083
3561	ENSG00000015568
3562	ENSG00000103404
3563	ENSG00000169946
3564	ENSG00000284491
3565	ENSG00000085982
3566	ENSG00000186642
3567	ENSG00000254061
3568	ENSG00000204816
3569	ENSG00000112640
3570	ENSG00000186831
3571	ENSG00000255248
3572	ENSG00000127863
3573	ENSG00000229419
3574	ENSG00000131370
3575	ENSG00000272801
3576	ENSG00000228843
3577	ENSG00000104320
3578	ENSG00000130159
3579	ENSG00000228630
3580	ENSG00000101003
3581	ENSG00000272672
3582	ENSG00000227355
3583	ENSG00000175782
3584	ENSG00000206262
3585	ENSG00000093100
3586	ENSG00000161896
3587	ENSG00000233232
3588	ENSG00000105298
3589	ENSG00000239474
3590	ENSG00000140443
3591	ENSG00000204283
3592	ENSG00000139835
3593	ENSG00000163877
3594	ENSG00000225025
3595	ENSG00000241458
3596	ENSG00000166527
3597	ENSG00000240671
3598	ENSG00000245552
3599	ENSG00000148175
3600	ENSG00000234261
3601	ENSG00000198585
3602	ENSG00000254965
3603	ENSG00000112137
3604	ENSG00000142733
3605	ENSG00000274799
3606	ENSG00000121988
3607	ENSG00000165309
3608	ENSG00000278743
3609	ENSG00000269696
3610	ENSG00000145386
3611	ENSG00000164120
3612	ENSG00000161203
3613	ENSG00000124749
3614	ENSG00000180438
3615	ENSG00000259807
3616	ENSG00000259674
3617	ENSG00000110497
3618	ENSG00000104812
3619	ENSG00000247363
3620	ENSG00000272333
3621	ENSG00000100918
3622	ENSG00000154065
3623	ENSG00000203791
3624	ENSG00000101542
3625	ENSG00000268518
3626	ENSG00000170271
3627	ENSG00000110975
3628	ENSG00000258818
3629	ENSG00000115425
3630	ENSG00000278897
3631	ENSG00000164087
3632	ENSG00000142694
3633	ENSG00000197147
3634	ENSG00000281162
3635	ENSG00000106266
3636	ENSG00000103145
3637	ENSG00000225213
3638	ENSG00000183020
3639	ENSG00000148343
3640	ENSG00000179219
3641	ENSG00000264653
3642	ENSG00000096384
3643	ENSG00000278202
3644	ENSG00000120093
3645	ENSG00000272444
3646	ENSG00000277767
3647	ENSG00000134265
3648	ENSG00000242737
3649	ENSG00000239642
3650	ENSG00000124208
3651	ENSG00000140675
3652	ENSG00000228797
3653	ENSG00000181350
3654	ENSG00000164983
3655	ENSG00000189280
3656	ENSG00000196419
3657	ENSG00000136811
3658	ENSG00000132768
3659	ENSG00000106511
3660	ENSG00000235698
3661	ENSG00000198355
3662	ENSG00000168959
3663	ENSG00000107738
3664	ENSG00000188338
3665	ENSG00000178934
3666	ENSG00000169692
3667	ENSG00000234720
3668	ENSG00000241288
3669	ENSG00000205809
3670	ENSG00000122705
3671	ENSG00000130714
3672	ENSG00000165233
3673	ENSG00000226942
3674	ENSG00000135437
3675	ENSG00000083720
3676	ENSG00000227518
3677	ENSG00000273216
3678	ENSG00000257002
3679	ENSG00000185621
3680	ENSG00000111850
3681	ENSG00000237575
3682	ENSG00000184408
3683	ENSG00000232656
3684	ENSG00000268614
3685	ENSG00000141027
3686	ENSG00000100985
3687	ENSG00000271862
3688	ENSG00000132313
3689	ENSG00000162517
3690	ENSG00000167634
3691	ENSG00000103249
3692	ENSG00000064787
3693	ENSG00000158022
3694	ENSG00000245468
3695	ENSG00000129480
3696	ENSG00000179284
3697	ENSG00000280047
3698	ENSG00000255794
3699	ENSG00000142609
3700	ENSG00000179115
3701	ENSG00000143420
3702	ENSG00000235172
3703	ENSG00000260455
3704	ENSG00000258181
3705	ENSG00000077522
3706	ENSG00000096088
3707	ENSG00000276831
3708	ENSG00000268163
3709	ENSG00000141750
3710	ENSG00000259039
3711	ENSG00000257906
3712	ENSG00000007038
3713	ENSG00000258210
3714	ENSG00000124104
3715	ENSG00000185156
3716	ENSG00000202252
3717	ENSG00000285413
3718	ENSG00000214941
3719	ENSG00000132464
3720	ENSG00000137747
3721	ENSG00000196715
3722	ENSG00000235605
3723	ENSG00000211780
3724	ENSG00000116670
3725	ENSG00000125741
3726	ENSG00000170266
3727	ENSG00000269955
3728	ENSG00000253213
3729	ENSG00000124568
3730	ENSG00000110711
3731	ENSG00000236447
3732	ENSG00000140284
3733	ENSG00000104805
3734	ENSG00000131626
3735	ENSG00000277007
3736	ENSG00000186314
3737	ENSG00000139985
3738	ENSG00000177542
3739	ENSG00000225195
3740	ENSG00000275791
3741	ENSG00000172661
3742	ENSG00000251867
3743	ENSG00000142512
3744	ENSG00000198435
3745	ENSG00000197150
3746	ENSG00000156475
3747	ENSG00000103152
3748	ENSG00000159110
3749	ENSG00000275400
3750	ENSG00000241679
3751	ENSG00000092108
3752	ENSG00000233013
3753	ENSG00000236330
3754	ENSG00000175841
3755	ENSG00000110066
3756	ENSG00000104290
3757	ENSG00000268278
3758	ENSG00000101222
3759	ENSG00000243509
3760	ENSG00000229638
3761	ENSG00000263586
3762	ENSG00000233382
3763	ENSG00000246859
3764	ENSG00000212124
3765	ENSG00000261210
3766	ENSG00000225891
3767	ENSG00000234737
3768	ENSG00000113648
3769	ENSG00000172116
3770	ENSG00000178750
3771	ENSG00000281593
3772	ENSG00000204444
3773	ENSG00000109063
3774	ENSG00000122483
3775	ENSG00000225573
3776	ENSG00000112983
3777	ENSG00000167258
3778	ENSG00000085832
3779	ENSG00000285708
3780	ENSG00000198342
3781	ENSG00000152208
3782	ENSG00000163352
3783	ENSG00000268870
3784	ENSG00000124664
3785	ENSG00000268603
3786	ENSG00000141030
3787	ENSG00000130703
3788	ENSG00000114686
3789	ENSG00000268592
3790	ENSG00000279447
3791	ENSG00000249947
3792	ENSG00000173744
3793	ENSG00000265912
3794	ENSG00000250731
3795	ENSG00000264548
3796	ENSG00000187231
3797	ENSG00000250942
3798	ENSG00000143437
3799	ENSG00000260442
3800	ENSG00000167850
3801	ENSG00000285373
3802	ENSG00000198739
3803	ENSG00000213390
3804	ENSG00000184368
3805	ENSG00000089597
3806	ENSG00000262732
3807	ENSG00000239559
3808	ENSG00000207166
3809	ENSG00000141934
3810	ENSG00000226051
3811	ENSG00000273576
3812	ENSG00000160803
3813	ENSG00000082269
3814	ENSG00000279330
3815	ENSG00000229534
3816	ENSG00000100307
3817	ENSG00000246526
3818	ENSG00000165553
3819	ENSG00000149506
3820	ENSG00000260335
3821	ENSG00000143340
3822	ENSG00000211797
3823	ENSG00000146063
3824	ENSG00000116667
3825	ENSG00000035928
3826	ENSG00000187546
3827	ENSG00000129071
3828	ENSG00000152104
3829	ENSG00000285404
3830	ENSG00000157227
3831	ENSG00000274252
3832	ENSG00000169618
3833	ENSG00000214725
3834	ENSG00000084764
3835	ENSG00000255153
3836	ENSG00000188215
3837	ENSG00000230707
3838	ENSG00000260103
3839	ENSG00000225449
3840	ENSG00000152332
3841	ENSG00000168874
3842	ENSG00000148688
3843	ENSG00000224660
3844	ENSG00000108370
3845	ENSG00000174521
3846	ENSG00000144821
3847	ENSG00000216285
3848	ENSG00000232300
3849	ENSG00000160446
3850	ENSG00000165916
3851	ENSG00000279106
3852	ENSG00000042753
3853	ENSG00000255857
3854	ENSG00000240888
3855	ENSG00000204209
3856	ENSG00000260807
3857	ENSG00000231259
3858	ENSG00000182324
3859	ENSG00000255624
3860	ENSG00000169359
3861	ENSG00000031081
3862	ENSG00000250696
3863	ENSG00000102241
3864	ENSG00000157766
3865	ENSG00000214264
3866	ENSG00000143590
3867	ENSG00000241743
3868	ENSG00000162736
3869	ENSG00000173890
3870	ENSG00000135587
3871	ENSG00000249693
3872	ENSG00000238231
3873	ENSG00000105887
3874	ENSG00000006747
3875	ENSG00000276085
3876	ENSG00000066230
3877	ENSG00000237927
3878	ENSG00000226510
3879	ENSG00000239389
3880	ENSG00000232995
3881	ENSG00000249502
3882	ENSG00000246067
3883	ENSG00000023909
3884	ENSG00000213540
3885	ENSG00000075399
3886	ENSG00000235728
3887	ENSG00000183576
3888	ENSG00000240280
3889	ENSG00000197780
3890	ENSG00000004948
3891	ENSG00000261026
3892	ENSG00000137819
3893	ENSG00000234690
3894	ENSG00000148584
3895	ENSG00000109255
3896	ENSG00000132549
3897	ENSG00000169951
3898	ENSG00000233225
3899	ENSG00000170954
3900	ENSG00000145777
3901	ENSG00000236297
3902	ENSG00000242516
3903	ENSG00000278023
3904	ENSG00000260578
3905	ENSG00000254701
3906	ENSG00000250878
3907	ENSG00000153560
3908	ENSG00000284060
3909	ENSG00000198870
3910	ENSG00000225032
3911	ENSG00000152749
3912	ENSG00000139651
3913	ENSG00000115604
3914	ENSG00000203852
3915	ENSG00000140323
3916	ENSG00000131781
3917	ENSG00000259810
3918	ENSG00000202408
3919	ENSG00000236671
3920	ENSG00000259663
3921	ENSG00000144229
3922	ENSG00000272112
3923	ENSG00000134940
3924	ENSG00000228150
3925	ENSG00000145391
3926	ENSG00000125895
3927	ENSG00000105669
3928	ENSG00000137094
3929	ENSG00000183019
3930	ENSG00000182230
3931	ENSG00000255730
3932	ENSG00000285051
3933	ENSG00000280372
3934	ENSG00000224003
3935	ENSG00000162851
3936	ENSG00000132026
3937	ENSG00000188994
3938	ENSG00000274874
3939	ENSG00000241657
3940	ENSG00000196357
3941	ENSG00000138660
3942	ENSG00000268521
3943	ENSG00000105993
3944	ENSG00000144031
3945	ENSG00000170248
3946	ENSG00000257337
3947	ENSG00000236469
3948	ENSG00000279765
3949	ENSG00000155275
3950	ENSG00000259999
3951	ENSG00000135702
3952	ENSG00000147168
3953	ENSG00000205643
3954	ENSG00000187664
3955	ENSG00000129353
3956	ENSG00000234719
3957	ENSG00000138286
3958	ENSG00000214796
3959	ENSG00000235530
3960	ENSG00000230613
3961	ENSG00000214407
3962	ENSG00000211724
3963	ENSG00000241120
3964	ENSG00000196420
3965	ENSG00000285955
3966	ENSG00000136828
3967	ENSG00000260386
3968	ENSG00000173080
3969	ENSG00000123684
3970	ENSG00000144935
3971	ENSG00000282393
3972	ENSG00000263639
3973	ENSG00000229587
3974	ENSG00000110048
3975	ENSG00000036257
3976	ENSG00000267940
3977	ENSG00000267733
3978	ENSG00000262410
3979	ENSG00000111261
3980	ENSG00000144746
3981	ENSG00000165671
3982	ENSG00000164458
3983	ENSG00000246877
3984	ENSG00000165802
3985	ENSG00000273654
3986	ENSG00000085185
3987	ENSG00000205238
3988	ENSG00000261645
3989	ENSG00000234362
3990	ENSG00000172543
3991	ENSG00000109436
3992	ENSG00000220205
3993	ENSG00000198964
3994	ENSG00000106153
3995	ENSG00000204380
3996	ENSG00000197272
3997	ENSG00000133103
3998	ENSG00000161091
3999	ENSG00000269404
4000	ENSG00000124839
4001	ENSG00000267348
4002	ENSG00000115963
4003	ENSG00000175267
4004	ENSG00000170144
4005	ENSG00000272397
4006	ENSG00000279469
4007	ENSG00000134627
4008	ENSG00000164023
4009	ENSG00000131504
4010	ENSG00000242375
4011	ENSG00000116649
4012	ENSG00000280498
4013	ENSG00000234415
4014	ENSG00000197694
4015	ENSG00000198060
4016	ENSG00000225822
4017	ENSG00000240005
4018	ENSG00000224478
4019	ENSG00000085563
4020	ENSG00000106624
4021	ENSG00000103507
4022	ENSG00000153303
4023	ENSG00000275055
4024	ENSG00000266865
4025	ENSG00000170633
4026	ENSG00000259000
4027	ENSG00000007001
4028	ENSG00000110344
4029	ENSG00000263535
4030	ENSG00000079257
4031	ENSG00000164754
4032	ENSG00000236383
4033	ENSG00000272902
4034	ENSG00000227256
4035	ENSG00000277452
4036	ENSG00000151704
4037	ENSG00000007237
4038	ENSG00000269145
4039	ENSG00000110172
4040	ENSG00000185359
4041	ENSG00000266420
4042	ENSG00000213188
4043	ENSG00000125122
4044	ENSG00000164880
4045	ENSG00000278090
4046	ENSG00000140905
4047	ENSG00000227060
4048	ENSG00000154611
4049	ENSG00000267598
4050	ENSG00000151532
4051	ENSG00000101336
4052	ENSG00000099991
4053	ENSG00000233296
4054	ENSG00000155438
4055	ENSG00000218676
4056	ENSG00000231500
4057	ENSG00000245281
4058	ENSG00000176108
4059	ENSG00000128040
4060	ENSG00000186577
4061	ENSG00000143158
4062	ENSG00000220744
4063	ENSG00000270140
4064	ENSG00000275263
4065	ENSG00000166165
4066	ENSG00000103942
4067	ENSG00000240233
4068	ENSG00000271369
4069	ENSG00000253307
4070	ENSG00000110876
4071	ENSG00000181524
4072	ENSG00000227486
4073	ENSG00000233670
4074	ENSG00000134780
4075	ENSG00000125826
4076	ENSG00000115526
4077	ENSG00000258768
4078	ENSG00000082497
4079	ENSG00000131732
4080	ENSG00000073150
4081	ENSG00000212747
4082	ENSG00000135638
4083	ENSG00000131941
4084	ENSG00000127252
4085	ENSG00000172775
4086	ENSG00000265579
4087	ENSG00000204227
4088	ENSG00000123358
4089	ENSG00000128944
4090	ENSG00000197044
4091	ENSG00000198521
4092	ENSG00000163531
4093	ENSG00000280248
4094	ENSG00000251491
4095	ENSG00000237301
4096	ENSG00000232022
4097	ENSG00000273980
4098	ENSG00000243480
4099	ENSG00000111057
4100	ENSG00000114374
4101	ENSG00000180376
4102	ENSG00000185055
4103	ENSG00000097033
4104	ENSG00000226145
4105	ENSG00000160917
4106	ENSG00000258082
4107	ENSG00000170498
4108	ENSG00000211683
4109	ENSG00000179912
4110	ENSG00000182902
4111	ENSG00000148848
4112	ENSG00000235706
4113	ENSG00000176204
4114	ENSG00000112679
4115	ENSG00000182771
4116	ENSG00000261008
4117	ENSG00000179761
4118	ENSG00000196865
4119	ENSG00000261399
4120	ENSG00000107537
4121	ENSG00000214842
4122	ENSG00000241316
4123	ENSG00000196616
4124	ENSG00000158825
4125	ENSG00000273084
4126	ENSG00000232926
4127	ENSG00000185722
4128	ENSG00000238113
4129	ENSG00000267272
4130	ENSG00000237476
4131	ENSG00000262151
4132	ENSG00000049769
4133	ENSG00000160013
4134	ENSG00000258986
4135	ENSG00000278909
4136	ENSG00000226632
4137	ENSG00000223511
4138	ENSG00000048540
4139	ENSG00000249853
4140	ENSG00000100564
4141	ENSG00000105647
4142	ENSG00000090060
4143	ENSG00000205302
4144	ENSG00000241983
4145	ENSG00000187325
4146	ENSG00000188833
4147	ENSG00000113327
4148	ENSG00000106069
4149	ENSG00000137133
4150	ENSG00000214146
4151	ENSG00000152767
4152	ENSG00000179387
4153	ENSG00000182397
4154	ENSG00000258399
4155	ENSG00000134371
4156	ENSG00000076513
4157	ENSG00000256937
4158	ENSG00000233110
4159	ENSG00000100299
4160	ENSG00000164897
4161	ENSG00000170412
4162	ENSG00000206140
4163	ENSG00000171848
4164	ENSG00000162078
4165	ENSG00000270157
4166	ENSG00000225470
4167	ENSG00000159917
4168	ENSG00000163251
4169	ENSG00000231686
4170	ENSG00000197724
4171	ENSG00000108349
4172	ENSG00000122862
4173	ENSG00000215492
4174	ENSG00000112562
4175	ENSG00000139182
4176	ENSG00000281490
4177	ENSG00000254343
4178	ENSG00000211598
4179	ENSG00000227973
4180	ENSG00000131725
4181	ENSG00000248712
4182	ENSG00000110583
4183	ENSG00000048828
4184	ENSG00000203685
4185	ENSG00000267169
4186	ENSG00000170365
4187	ENSG00000259556
4188	ENSG00000263063
4189	ENSG00000248483
4190	ENSG00000252139
4191	ENSG00000145335
4192	ENSG00000184863
4193	ENSG00000278983
4194	ENSG00000244459
4195	ENSG00000103051
4196	ENSG00000065427
4197	ENSG00000225096
4198	ENSG00000109586
4199	ENSG00000183134
4200	ENSG00000271798
4201	ENSG00000279233
4202	ENSG00000105127
4203	ENSG00000092096
4204	ENSG00000130177
4205	ENSG00000249140
4206	ENSG00000047936
4207	ENSG00000267512
4208	ENSG00000256448
4209	ENSG00000141644
4210	ENSG00000144567
4211	ENSG00000141837
4212	ENSG00000176182
4213	ENSG00000221676
4214	ENSG00000196872
4215	ENSG00000214855
4216	ENSG00000214626
4217	ENSG00000102870
4218	ENSG00000138336
4219	ENSG00000162374
4220	ENSG00000132570
4221	ENSG00000211694
4222	ENSG00000235711
4223	ENSG00000260236
4224	ENSG00000285696
4225	ENSG00000179776
4226	ENSG00000243071
4227	ENSG00000072062
4228	ENSG00000130600
4229	ENSG00000249637
4230	ENSG00000228169
4231	ENSG00000226856
4232	ENSG00000242258
4233	ENSG00000066294
4234	ENSG00000273302
4235	ENSG00000279544
4236	ENSG00000105650
4237	ENSG00000180787
4238	ENSG00000232931
4239	ENSG00000124767
4240	ENSG00000092470
4241	ENSG00000185946
4242	ENSG00000111737
4243	ENSG00000203618
4244	ENSG00000237461
4245	ENSG00000267265
4246	ENSG00000232742
4247	ENSG00000271976
4248	ENSG00000132207
4249	ENSG00000137124
4250	ENSG00000167720
4251	ENSG00000084110
4252	ENSG00000102174
4253	ENSG00000280153
4254	ENSG00000255680
4255	ENSG00000205084
4256	ENSG00000139668
4257	ENSG00000040487
4258	ENSG00000132196
4259	ENSG00000280365
4260	ENSG00000224014
4261	ENSG00000271533
4262	ENSG00000132031
4263	ENSG00000137312
4264	ENSG00000214367
4265	ENSG00000244563
4266	ENSG00000143493
4267	ENSG00000260777
4268	ENSG00000143702
4269	ENSG00000143971
4270	ENSG00000135966
4271	ENSG00000164338
4272	ENSG00000279901
4273	ENSG00000213443
4274	ENSG00000181798
4275	ENSG00000144026
4276	ENSG00000165280
4277	ENSG00000267053
4278	ENSG00000033867
4279	ENSG00000262370
4280	ENSG00000181409
4281	ENSG00000249790
4282	ENSG00000006837
4283	ENSG00000051382
4284	ENSG00000285942
4285	ENSG00000138100
4286	ENSG00000196437
4287	ENSG00000260391
4288	ENSG00000132746
4289	ENSG00000167261
4290	ENSG00000139329
4291	ENSG00000158477
4292	ENSG00000285731
4293	ENSG00000188316
4294	ENSG00000122958
4295	ENSG00000261229
4296	ENSG00000255050
4297	ENSG00000001617
4298	ENSG00000187800
4299	ENSG00000168495
4300	ENSG00000004534
4301	ENSG00000235527
4302	ENSG00000149633
4303	ENSG00000183779
4304	ENSG00000260000
4305	ENSG00000236098
4306	ENSG00000150636
4307	ENSG00000171490
4308	ENSG00000272988
4309	ENSG00000185274
4310	ENSG00000229590
4311	ENSG00000279394
4312	ENSG00000124226
4313	ENSG00000269068
4314	ENSG00000267724
4315	ENSG00000068308
4316	ENSG00000111276
4317	ENSG00000246582
4318	ENSG00000225131
4319	ENSG00000204397
4320	ENSG00000106144
4321	ENSG00000011201
4322	ENSG00000139921
4323	ENSG00000224318
4324	ENSG00000197265
4325	ENSG00000117091
4326	ENSG00000198700
4327	ENSG00000136237
4328	ENSG00000133114
4329	ENSG00000163710
4330	ENSG00000280069
4331	ENSG00000123179
4332	ENSG00000108599
4333	ENSG00000142627
4334	ENSG00000054938
4335	ENSG00000163481
4336	ENSG00000261652
4337	ENSG00000118816
4338	ENSG00000261821
4339	ENSG00000172554
4340	ENSG00000254602
4341	ENSG00000227536
4342	ENSG00000273238
4343	ENSG00000268849
4344	ENSG00000145103
4345	ENSG00000174059
4346	ENSG00000203722
4347	ENSG00000236901
4348	ENSG00000170153
4349	ENSG00000024526
4350	ENSG00000198077
4351	ENSG00000169621
